Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Amazon,PUMA,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Deviate NITRO 2 'Marathon Series' Men's Running Shoes,466,96,44710,14754,33%,Outlet
Amazon,PUMA,1185732,2/19/2021,Northeast,New Hampshire,Manchester,ForeverRun NITRO Men's Running Shoes,438,124,54353,21741,40%,Outlet
Amazon,PUMA,1185732,3/17/2021,Northeast,New Hampshire,Manchester,SOFTRIDE One4all Men's Walking Shoes,125,188,23430,10778,46%,Outlet
Amazon,PUMA,1185732,3/17/2021,Northeast,New Hampshire,Manchester,PWR Nitro Squared one8 Men's Training Shoes,268,88,23625,10867,46%,Outlet
Amazon,PUMA,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Fast-Trac NITRO GORE-TEXÂ® Men's Trail Running Shoes,356,105,37394,12714,34%,Outlet
Amazon,PUMA,1185732,3/17/2021,Northeast,New Hampshire,Manchester,PUMA x FIRST MILE Velocity NITRO 2 Men's Running Shoes,356,45,16026,5930,37%,Outlet
Amazon,PUMA,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Cell Fraction Fade Men's Running Shoes,100,60,5982,1974,33%,Outlet
Amazon,PUMA,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Cricket Square Men's Shoes,64,99,6371,2421,38%,Outlet
Amazon,PUMA,1185732,4/18/2021,Northeast,New Hampshire,Manchester,UltraRide ProFoam Men's Running Shoes,136,187,25355,10649,42%,Outlet
Amazon,PUMA,1185732,4/18/2021,Northeast,New Hampshire,Manchester,HYBRID Fuego Men's Running Shoes,100,85,8474,3559,42%,Outlet
Amazon,PUMA,1185732,4/18/2021,Northeast,New Hampshire,Manchester,SOFTRIDE Enzo Nxt Men's Running Shoes,83,80,6617,2250,34%,Outlet
Amazon,PUMA,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Erupter Men's Running Shoes,71,53,3745,1198,32%,Outlet
Amazon,PUMA,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Pacer Styx Men's Running Sneakers,62,61,3759,1240,33%,Outlet
Amazon,PUMA,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Incinerate Unisex Running Shoes,68,101,6915,2559,37%,Outlet
Amazon,PUMA,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Pacer Styx Men's Running Sneakers,62,196,12077,5193,43%,Outlet
Amazon,PUMA,1185732,5/17/2021,Northeast,New Hampshire,Manchester,NRGY Comet Unisex Running Shoes,68,93,6291,2705,43%,Outlet
Amazon,PUMA,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Lex Men's Training Shoes,131,101,13279,4515,34%,Outlet
Amazon,PUMA,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Flyer Runner Engineered Knit Men's Shoes,68,91,6156,2093,34%,Outlet
Amazon,PUMA,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Wish Men's Walking Shoes,55,90,4978,1593,32%,Outlet
Amazon,PUMA,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Corode Men's Sneakers,59,140,8243,3215,39%,Outlet
Amazon,PUMA,1185732,6/19/2021,Northeast,New Hampshire,Manchester,SOFTRIDE Enzo Nxt Men's Running Shoes,78,216,16919,7783,46%,Outlet
Amazon,PUMA,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Cricket Square Men's Shoes,68,140,9585,4505,47%,Outlet
Amazon,PUMA,1185732,6/19/2021,Northeast,New Hampshire,Manchester,SOFTRIDE Enzo Nxt Men's Running Shoes,90,109,9852,3547,36%,Outlet
Amazon,PUMA,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Fire Runner Profoam Unisex Running Shoes,77,104,8032,2731,34%,Outlet
Amazon,PUMA,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Lex Men's Training Shoes,140,114,15926,5892,37%,Outlet
Amazon,PUMA,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Disperse XT 2 Off-Season Men's Training Shoes,85,162,13843,5814,42%,Outlet
Amazon,PUMA,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Puma Foam Stride Men's Running Shoes,58,224,12882,5410,42%,Outlet
Amazon,PUMA,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Scorch Runner V2 Men's Shoes,68,149,10201,4489,44%,Outlet
Amazon,PUMA,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Aviator Profoam Sky Women's Running Shoes,99,128,12621,4544,36%,Outlet
Amazon,PUMA,1185732,7/17/2021,Northeast,New Hampshire,Manchester,PUMA Bowling 22.1 Unisex Cricket Shoes,307,107,32830,11490,35%,Outlet
Amazon,PUMA,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Equate SL Men's Running Shoes,123,119,14668,5427,37%,Outlet
Amazon,PUMA,1185732,7/17/2021,Northeast,New Hampshire,Manchester,ATTACANTO Men's Indoor Court Shoes,74,163,12053,4821,40%,Outlet
Amazon,PUMA,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Enzo IMEVA Tec Mesh Men's Running Shoes,75,203,15289,7033,46%,Outlet
Amazon,PUMA,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Emergence Men's Running Shoes,75,135,10168,4779,47%,Outlet
Amazon,PUMA,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Emergence Men's Running Shoes,75,113,8511,2979,35%,Outlet
Amazon,PUMA,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Erupter Men's Running Shoes,83,88,7279,2329,32%,Outlet
Amazon,PUMA,1185732,8/18/2021,Northeast,New Hampshire,Manchester,PUMA x one8 22 FH Rubber Unisex Cricket Shoes,142,80,11395,3760,33%,Outlet
Amazon,PUMA,1185732,8/18/2021,Northeast,New Hampshire,Manchester,PUMA 22 FH Rubber Unisex Cricket Shoes,142,145,20654,7642,37%,Outlet
Amazon,PUMA,1185732,9/17/2021,Northeast,New Hampshire,Manchester,FUTURE ULTIMATE FG/AG Women's Football Boots,329,193,63447,27917,44%,Outlet
Amazon,PUMA,1185732,9/17/2021,Northeast,New Hampshire,Manchester,NRGY Dynamo Futuro Men's Running Shoes,80,116,9277,3896,42%,Outlet
Amazon,PUMA,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Liberate Nitro 2 Men's Running Shoes,301,78,23505,7757,33%,Outlet
Amazon,PUMA,1185732,9/17/2021,Northeast,New Hampshire,Manchester,ATTACANTO TT Men's Football Boots,74,74,5472,2025,37%,Outlet
Amazon,PUMA,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Mega NRGY Men's Running Shoes,90,70,6308,2271,36%,Outlet
Amazon,PUMA,1185732,9/17/2021,Northeast,New Hampshire,Manchester,ForeverRun NITRO Men's Running Shoes,438,104,45586,16867,37%,Outlet
Amazon,PUMA,1185732,10/16/2021,Northeast,Maine,Portland,SOFTRIDE Enzo Nxt Men's Running Shoes,121,150,18078,4520,25%,Outlet
Amazon,PUMA,1185732,10/17/2021,Northeast,Maine,Portland,Electrify NITRO 3 Knit Men's Running Shoes,301,250,75336,30134,40%,Outlet
Amazon,PUMA,1185732,10/18/2021,Northeast,Maine,Portland,Flair Unisex Running Shoes,54,500,27110,9488,35%,Outlet
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,PUMA x one8 22 FH Rubber Unisex Cricket Shoes,151,150,22681,7938,35%,Outlet
Amazon,PUMA,1185732,10/20/2021,Northeast,Maine,Portland,PUMA x First Mile Electrify NITRO 3 Men's Running Shoes,301,200,60268,24107,40%,Outlet
Amazon,PUMA,1185732,10/21/2021,Northeast,Maine,Portland,Electrify NITRO 3 Men's Running Shoes,274,75,20546,6164,30%,Outlet
Amazon,PUMA,1185732,10/22/2021,Northeast,Maine,Portland,Explore Nitro Men's Hiking Shoes,301,150,45201,11300,25%,Outlet
Amazon,PUMA,1185732,10/23/2021,Northeast,Maine,Portland,Voyage NITRO 3 Men's Running Shoes,356,250,89034,35614,40%,Outlet
Amazon,PUMA,1185732,10/24/2021,Northeast,Maine,Portland,Fast-Trac NITRO 2 Men's Running Shoes,301,470,141631,49571,35%,Outlet
Amazon,PUMA,1185732,10/25/2021,Northeast,Maine,Portland,Flair 2 Unisex Running Shoes,59,175,10303,3606,35%,Outlet
Amazon,PUMA,1185732,10/26/2021,Northeast,Maine,Portland,Incinerate Unisex Running Shoes,64,200,12871,5148,40%,Outlet
Amazon,PUMA,1185732,10/27/2021,Northeast,Maine,Portland,ATTACANTO TT Men's Football Boots,74,50,3697,1109,30%,Outlet
Amazon,PUMA,1185732,10/28/2021,Northeast,Maine,Portland,Robust Unisex Running Shoes,55,100,5477,1369,25%,Outlet
Amazon,PUMA,1185732,10/29/2021,Northeast,Maine,Portland,Electrify NITRO 3 Men's Running Shoes,274,200,54789,21916,40%,Outlet
Amazon,PUMA,1185732,10/30/2021,Northeast,Maine,Portland,Retaliate 2 Unisex Running Shoes,66,450,29577,10352,35%,Outlet
Amazon,PUMA,1185732,10/31/2021,Northeast,Maine,Portland,Retaliate 2 Unisex Running Shoes,66,150,9859,3451,35%,Outlet
Amazon,PUMA,1185732,11/1/2021,Northeast,Maine,Portland,Robust Unisex Running Shoes,62,150,9242,3697,40%,Outlet
Amazon,PUMA,1185732,11/2/2021,Northeast,Maine,Portland,ULTRA MATCH IT Men's Indoor Court Shoes,115,75,8628,2588,30%,Outlet
Amazon,PUMA,1185732,11/3/2021,Northeast,Maine,Portland,PUMA 22 FH Rubber Unisex Cricket Shoes,142,75,10683,2671,25%,Outlet
Amazon,PUMA,1185732,11/4/2021,Northeast,Maine,Portland,Flair 2 Unisex Running Shoes,64,225,14480,5792,40%,Outlet
Amazon,PUMA,1185732,11/5/2021,Northeast,Maine,Portland,Magnify Nitro Surge Men's Running Shoes,288,495,142384,49834,35%,Outlet
Amazon,PUMA,1185732,11/6/2021,Northeast,Maine,Portland,Flair Unisex Running Shoes,62,200,12323,4313,35%,Outlet
Amazon,PUMA,1185732,11/7/2021,Northeast,Maine,Portland,Retaliate 2 Unisex Running Shoes,60,175,10543,4217,40%,Outlet
Amazon,PUMA,1185732,11/8/2021,Northeast,Maine,Portland,Aviator Profoam Sky Women's Running Shoes,103,125,12873,3862,30%,Outlet
Amazon,PUMA,1185732,11/9/2021,Northeast,Maine,Portland,Velocity Nitro 2 Run 75th Anniversary Edition Men's Shoes,214,150,32051,8013,25%,Outlet
Amazon,PUMA,1185732,11/10/2021,Northeast,Maine,Portland,ForeverRun NITRO Men's Running Shoes,307,275,84376,33750,40%,Outlet
Amazon,PUMA,1185732,11/11/2021,Northeast,Maine,Portland,Liberate Nitro 2 Men's Running Shoes,301,525,158205,55372,35%,Outlet
Amazon,PUMA,1185732,11/12/2021,Northeast,Maine,Portland,Electrify NITRO 3 Men's Running Shoes,274,275,75335,26367,35%,Outlet
Amazon,PUMA,1185732,11/13/2021,Northeast,Maine,Portland,Flyer Flex Strap Unisex Running Shoes,58,200,11556,4622,40%,Outlet
Amazon,PUMA,1185732,11/14/2021,Northeast,Maine,Portland,Enzo 2 Clean Unisex Running Shoes,71,175,12365,3710,30%,Outlet
Amazon,PUMA,1185732,11/15/2021,Northeast,Maine,Portland,ULTRA PLAY Men's Indoor Sports Shoes,110,175,19173,4793,25%,Outlet
Amazon,PUMA,1185732,11/16/2021,Northeast,Maine,Portland,ATTACANTO FG/AG Men's Football Boots,74,325,24032,9613,40%,Outlet
Amazon,PUMA,1185732,11/17/2021,Northeast,Maine,Portland,Magnify Nitro Knit Men's Running Shoes,226,550,124300,43505,35%,Outlet
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,Magnify Nitro Surge Men's Running Shoes,288,300,86293,30203,35%,Outlet
Amazon,PUMA,1185732,11/19/2021,Northeast,Maine,Portland,Fast-Trac NITRO 2 Men's Running Shoes,301,225,67802,27121,40%,Outlet
Amazon,PUMA,1185732,11/20/2021,Northeast,Maine,Portland,SOFTRIDE Premier Slip-On Men's Walking Shoes,85,175,14954,4486,30%,Outlet
Amazon,PUMA,1185732,11/21/2021,Northeast,Maine,Portland,Voyage NITRO 2 Men's Trail Running Shoes,329,200,65748,16437,25%,Outlet
Amazon,PUMA,1185732,12/20/2021,Northeast,Maine,Portland,ULTRA ULTIMATE FG/AG Women's Football Boots,296,375,110949,44379,40%,Outlet
Amazon,PUMA,1185732,12/21/2021,Northeast,Maine,Portland,ForeverRun NITRO Men's Running Shoes,438,525,230123,80543,35%,Outlet
Amazon,PUMA,1185732,12/22/2021,Northeast,Maine,Portland,Fast-Trac NITRO 2 Men's Running Shoes,301,300,90403,31641,35%,Outlet
Amazon,PUMA,1185732,12/23/2021,Northeast,Maine,Portland,Deviate Nitro Elite 2 Men's Running Shoes,493,225,110953,44381,40%,Outlet
Amazon,PUMA,1185732,12/24/2021,Northeast,Maine,Portland,ForeverRun NITRO Knit Men's Running Shoes,438,175,76708,23012,30%,Outlet
Amazon,PUMA,1185732,12/25/2021,Northeast,Maine,Portland,Twitch Runner Unisex Running Shoes,82,150,12325,3081,25%,Outlet
Amazon,PUMA,1185732,12/26/2021,Northeast,Maine,Portland,Resolve Smooth Unisex Running Shoes,58,325,18690,7476,40%,Outlet
Amazon,PUMA,1185732,12/27/2021,Northeast,Maine,Portland,PWRFrame RE:Collection Men's Training Shoes,123,450,55467,19413,35%,Outlet
Amazon,PUMA,1185732,12/28/2021,Northeast,Maine,Portland,Deviate NITRO 2 Men's Running Shoes,438,250,109582,38354,35%,Outlet
Amazon,PUMA,1185732,12/29/2021,Northeast,Maine,Portland,PUMA 22 FH Rubber Unisex Cricket Shoes,160,150,24037,9615,40%,Outlet
Amazon,PUMA,1185732,12/30/2021,Northeast,Maine,Portland,Deviate Nitro 2 Wide Men's Running Shoes,438,125,54791,16437,30%,Outlet
Amazon,PUMA,1185732,12/31/2021,Northeast,Maine,Portland,ULTRA PLAY TT Men's Football Boots,96,125,11983,2996,25%,Outlet
Amazon,PUMA,1185732,9/17/2021,Northeast,Maine,Portland,Deviate NITRO 2 Men's Running Shoes,438,225,98624,39450,40%,Outlet
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,Incinerate Unisex Running Shoes,73,400,29030,10161,35%,Outlet
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,Velocity Nitro 2 Men's Running Shoes,230,225,51775,18121,35%,Outlet
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,Fuse 2.0 Hyperwave Men's Training Shoes,151,125,18832,7533,40%,Outlet
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,Deviate NITRO 2 Men's Running Shoes,438,100,43833,13150,30%,Outlet
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,PUMA x FIRST MILE Velocity Nitro 2 Men's Running Shoes,249,100,24929,6232,25%,Outlet
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,Deviate Nitro 2 Run 75th Anniversary Edition Men's Running Shoes,263,225,59172,23669,40%,Outlet
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,Resolve Street Spark Unisex Running Shoes,89,375,33380,11683,35%,Outlet
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,ATTACANTO FG/AG Men's Football Boots,74,200,14789,5176,35%,Outlet
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,FAST-FWD Nitro Elite Run 75th Anniversary Edition Men's Shoes,438,195,85474,34190,40%,Outlet
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,Cell Vive Unisex Training Shoes,77,175,13516,4055,30%,Outlet
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,Magnify NITRO 2 Men's Running Shoes,411,150,61640,15410,25%,Outlet
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,Magnify NITRO 2 Men's Running Shoes,411,250,102733,41093,40%,Outlet
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,SOFTRIDE Fly Men's Walking Shoes,86,475,40980,14343,35%,Outlet
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,Velocity Nitro 2 Men's Running Shoes,329,275,90403,31641,35%,Outlet
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,ATTACANTO FG/AG Men's Football Boots,74,250,18486,7395,40%,Outlet
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,Cell Fraction Mesh Men's Running Shoes,115,200,23008,6902,30%,Outlet
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,PWRFrame Off-Season Men's Training Shoes,123,200,24652,6163,25%,Outlet
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,Twitch Runner Unisex Running Shoes,90,300,27115,10846,40%,Outlet
Amazon,PUMA,1185732,10/16/2021,Northeast,Maine,Portland,SOFTRIDE Cruise Bold Unisex Walking Shoes,75,42,3163,1234,39%,Online
Amazon,PUMA,1185732,10/17/2021,Northeast,Maine,Portland,Resolve Street Spark Unisex Running Shoes,89,68,6053,3148,52%,Online
Amazon,PUMA,1185732,10/18/2021,Northeast,Maine,Portland,Magnify Nitro Knit Men's Running Shoes,411,140,57530,28190,49%,Online
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,ForeverRUN NITRO Men's Running Shoes,466,45,20958,9850,47%,Online
Amazon,PUMA,1185732,10/20/2021,Northeast,Maine,Portland,Cricket Square Men's Shoes,75,60,4519,2395,53%,Online
Amazon,PUMA,1185732,10/21/2021,Northeast,Maine,Portland,SOFTRIDE One4all Men's Walking Shoes,84,19,1587,667,42%,Online
Amazon,PUMA,1185732,10/22/2021,Northeast,Maine,Portland,KING Top Unisex Turf Trainers,197,45,8875,3461,39%,Online
Amazon,PUMA,1185732,10/23/2021,Northeast,Maine,Portland,Fusion Tech Spikeless Men's Golf Shoes,123,63,7765,3960,51%,Online
Amazon,PUMA,1185732,10/24/2021,Northeast,Maine,Portland,SOFTRIDE Premier Men's Running Shoes,110,127,13914,6818,49%,Online
Amazon,PUMA,1185732,10/25/2021,Northeast,Maine,Portland,Fast-Trac NITRO Men's Trail Running Shoes,301,46,13862,6792,49%,Online
Amazon,PUMA,1185732,10/26/2021,Northeast,Maine,Portland,Fast-FWD Nitro Elite Men's Running Shoes,548,52,28492,15670,55%,Online
Amazon,PUMA,1185732,10/27/2021,Northeast,Maine,Portland,Deviate NITRO 2 Men's Running Shoes,263,13,3419,1368,40%,Online
Amazon,PUMA,1185732,10/28/2021,Northeast,Maine,Portland,ULTRA MATCH Men's Turf Trainers,163,29,4727,1702,36%,Online
Amazon,PUMA,1185732,10/29/2021,Northeast,Maine,Portland,ULTRA MATCH Men's Turf Trainers,163,50,8149,4482,55%,Online
Amazon,PUMA,1185732,10/30/2021,Northeast,Maine,Portland,SOFTRIDE Cruise Bold Unisex Walking Shoes,75,122,9188,4410,48%,Online
Amazon,PUMA,1185732,10/31/2021,Northeast,Maine,Portland,ULTRA PLAY Men's Turf Trainers,110,44,4821,2266,47%,Online
Amazon,PUMA,1185732,11/1/2021,Northeast,Maine,Portland,Better Foam Emerge Street Men's Running Shoes,98,44,4302,2323,54%,Online
Amazon,PUMA,1185732,11/2/2021,Northeast,Maine,Portland,Better Foam Emerge Men's Running Shoes,83,21,1737,695,40%,Online
Amazon,PUMA,1185732,11/3/2021,Northeast,Maine,Portland,SOFTRIDE Fly Men's Walking Shoes,86,20,1725,656,38%,Online
Amazon,PUMA,1185732,11/4/2021,Northeast,Maine,Portland,VITORIA FG/AG Men's Football Boots,74,63,4659,2376,51%,Online
Amazon,PUMA,1185732,11/5/2021,Northeast,Maine,Portland,Voyage NITRO 2 GORE-TEXÂ® Men's Trail Running Shoes,285,144,41026,18462,45%,Online
Amazon,PUMA,1185732,11/6/2021,Northeast,Maine,Portland,Electrify Nitro 2 Winterised Men's Running Shoes,197,60,11834,5917,50%,Online
Amazon,PUMA,1185732,11/7/2021,Northeast,Maine,Portland,PWRFrame Men's Training Shoes,115,47,5407,2920,54%,Online
Amazon,PUMA,1185732,11/8/2021,Northeast,Maine,Portland,FUTURE ULTIMATE FG/AG Men's Football Boots,329,34,11177,4471,40%,Online
Amazon,PUMA,1185732,11/9/2021,Northeast,Maine,Portland,Twitch Runner Unisex Running Shoes,90,42,3796,1405,37%,Online
Amazon,PUMA,1185732,11/10/2021,Northeast,Maine,Portland,SOFTRIDE Premier Men's Running Shoes,110,72,7888,4181,53%,Online
Amazon,PUMA,1185732,11/11/2021,Northeast,Maine,Portland,VITORIA FG/AG Men's Football Boots,68,158,10688,5023,47%,Online
Amazon,PUMA,1185732,11/12/2021,Northeast,Maine,Portland,SOFTRIDE Premier Slip-On Men's Walking Shoes,107,77,8225,4030,49%,Online
Amazon,PUMA,1185732,11/13/2021,Northeast,Maine,Portland,Incinerate Unisex Running Shoes,68,58,3971,2025,51%,Online
Amazon,PUMA,1185732,11/14/2021,Northeast,Maine,Portland,ULTRA PLAY Men's Football Boots,116,51,5937,2494,42%,Online
Amazon,PUMA,1185732,11/15/2021,Northeast,Maine,Portland,Viz Runner Men's Running Shoes,105,53,5589,2012,36%,Online
Amazon,PUMA,1185732,11/16/2021,Northeast,Maine,Portland,Equate SL Men's Running Shoes,164,85,13970,7125,51%,Online
Amazon,PUMA,1185732,11/17/2021,Northeast,Maine,Portland,Foreverrun Nitro one8 Men's Running Shoes,279,143,39958,19579,49%,Online
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,Flyer Flex Knit Unisex Running Shoes,68,84,5682,2727,48%,Online
Amazon,PUMA,1185732,11/19/2021,Northeast,Maine,Portland,Pure XT Fresh Men's Training Shoes,96,63,6074,3341,55%,Online
Amazon,PUMA,1185732,11/20/2021,Northeast,Maine,Portland,Court Rider 2.0 Unisex Basketball Shoes,151,44,6629,2718,41%,Online
Amazon,PUMA,1185732,11/21/2021,Northeast,Maine,Portland,Twitch Runner Unisex Running Shoes,95,60,5719,2173,38%,Online
Amazon,PUMA,1185732,12/20/2021,Northeast,Maine,Portland,KING Hero 21 Unisex Football Boots,123,113,13928,7521,54%,Online
Amazon,PUMA,1185732,12/21/2021,Northeast,Maine,Portland,ForeverRun NITRO Men's Running Shoes,307,147,45103,20747,46%,Online
Amazon,PUMA,1185732,12/22/2021,Northeast,Maine,Portland,Voyage NITRO 2 Men's Trail Running Shoes,263,90,23669,11124,47%,Online
Amazon,PUMA,1185732,12/23/2021,Northeast,Maine,Portland,Magnify Nitro Surge Men's Running Shoes,230,68,15647,7824,50%,Online
Amazon,PUMA,1185732,12/24/2021,Northeast,Maine,Portland,Cell Vive Bright Men's Running Shoes,75,51,3841,1575,41%,Online
Amazon,PUMA,1185732,12/25/2021,Northeast,Maine,Portland,Cell Fraction Mesh Men's Running Shoes,105,41,4324,1600,37%,Online
Amazon,PUMA,1185732,12/26/2021,Northeast,Maine,Portland,ForeverRun NITRO Sunset Men's Running Shoes,466,91,42381,22886,54%,Online
Amazon,PUMA,1185732,12/27/2021,Northeast,Maine,Portland,ULTRA PLAY Men's Football Boots,137,122,16709,8020,48%,Online
Amazon,PUMA,1185732,12/28/2021,Northeast,Maine,Portland,Velocity Nitro 2 Men's Running Shoes,329,70,23012,10816,47%,Online
Amazon,PUMA,1185732,12/29/2021,Northeast,Maine,Portland,Pure XT Fresh Men's Training Shoes,125,38,4736,2605,55%,Online
Amazon,PUMA,1185732,12/30/2021,Northeast,Maine,Portland,TACTO II Men's Indoor Turf Football Boots,88,36,3155,1420,45%,Online
Amazon,PUMA,1185732,12/31/2021,Northeast,Maine,Portland,ULTRA MATCH Men's Football Boots,153,36,5522,2043,37%,Online
Amazon,PUMA,1185732,9/17/2021,Northeast,Maine,Portland,Grandeur Unisex Running Shoes,75,59,4444,2311,52%,Online
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,Deviate NITRO 2 Men's Running Shoes,438,120,52599,26300,50%,Online
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,Velocity NITRO 2 WTR Men's Running Shoes,214,59,12607,6177,49%,Online
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,ULTRA PRO Men's Football Boots,197,31,6114,3363,55%,Online
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,Aviator Profoam Sky Women's Running Shoes,121,26,3134,1253,40%,Online
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,SOFTRIDE Cruise Bold Unisex Walking Shoes,75,27,2034,773,38%,Online
Amazon,PUMA,1185732,10/19/2021,Northeast,Maine,Portland,Pure XT Fresh Men's Training Shoes,125,56,6979,3699,53%,Online
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,Resolve Street Unisex Running Shoes,71,98,7005,3432,49%,Online
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,PUMA Spike 22.2 Cricket Shoes,192,52,9971,4986,50%,Online
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,PUMA Spike 22.1 Unisex Cricket Shoes,329,55,18081,9402,52%,Online
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,one8 Virat Kohli SOFTRIDE Premier Unisex Walking Shoes,123,46,5670,2438,43%,Online
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,Fusion Nitro Unisex Basketball Shoes,181,41,7413,2669,36%,Online
Amazon,PUMA,1185732,11/18/2021,Northeast,Maine,Portland,Lex Men's Training Shoes,89,63,5608,3028,54%,Online
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,Fast-Trac NITRO Men's Trail Running Shoes,181,138,24950,11976,48%,Online
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,Rapido III Men's Indoor Court Shoes,82,74,6080,3040,50%,Online
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,Grip Fusion Pro Men's Golf Shoes,148,68,10058,5029,50%,Online
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,Deviate Nitro Elite 2 Men's Running Shoes,493,50,24656,10602,43%,Online
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,Electrify Nitro 2 Men's Running Shoes,301,54,16272,5858,36%,Online
Amazon,PUMA,1185732,12/17/2021,Northeast,Maine,Portland,PWRFrame Men's Training Shoes,144,75,10786,5716,53%,Online
Amazon,PUMA,1185732,2/12/2021,Northeast,Vermont,Burlington,Hustle XT Men's Running Shoes,110,150,16434,5752,35%,In-store
Amazon,PUMA,1185732,2/12/2021,Northeast,Vermont,Burlington,TACTO II FG/AG Men's Football Boots,88,225,19720,6902,35%,In-store
Amazon,PUMA,1185732,2/12/2021,Northeast,Vermont,Burlington,ULTRA PLAY FG/AG Football Boots Men,131,325,42731,17092,40%,In-store
Amazon,PUMA,1185732,3/10/2021,Northeast,Vermont,Burlington,Fire Runner Profoam Unisex Running Shoes,123,545,67177,30230,45%,In-store
Amazon,PUMA,1185732,3/10/2021,Northeast,Vermont,Burlington,Disperse XT 2 Unisex Training Shoes,90,250,22596,10168,45%,In-store
Amazon,PUMA,1185732,3/10/2021,Northeast,Vermont,Burlington,ULTRA MATCH Men's Football Boots,163,275,44821,15687,35%,In-store
Amazon,PUMA,1185732,3/10/2021,Northeast,Vermont,Burlington,ULTRA MATCH Men's Football Boots,163,125,20373,7131,35%,In-store
Amazon,PUMA,1185732,3/10/2021,Northeast,Vermont,Burlington,Magnify Nitro Knit Men's Running Shoes,307,175,53694,18793,35%,In-store
Amazon,PUMA,1185732,3/10/2021,Northeast,Vermont,Burlington,SOFTRIDE Enzo Nxt Men's Running Shoes,136,275,37287,14915,40%,In-store
